Age,Gender,Weight (kg),Height (m),Session_Duration (hours),Workout_Frequency (days/week),Fitness_Level,BMI,Workout_Type
19,Female,50.6,1.68,1.21,3,2,17.93,Yoga
49,Male,70.2,1.89,0.7,3,1,19.65,Yoga
40,Female,62.6,1.53,1.93,5,3,26.74,Cardio
39,Female,60.6,1.65,0.92,3,1,22.26,HIIT
42,Male,76.4,1.97,1.14,3,2,19.69,HIIT
39,Female,63.3,1.71,1.88,4,3,21.65,Strength
39,Female,68.6,1.64,1.33,3,2,25.51,Cardio
59,Male,123.3,1.88,1.3,4,2,34.89,HIIT
23,Male,107,1.94,1.35,2,1,28.43,HIIT
32,Male,68.3,1.92,1.42,2,1,18.53,Strength
54,Female,47.8,1.6,1.19,4,2,18.67,Cardio
50,Female,58.4,1.79,1.6,4,3,18.23,HIIT
25,Female,74.3,1.71,1.43,3,2,25.41,Yoga
22,Male,106.8,1.82,1,4,2,32.24,Yoga
56,Male,125.5,1.8,1.26,4,2,38.73,Strength
21,Female,55.2,1.55,1.37,4,2,22.98,Strength
23,Female,71.4,1.72,1.25,2,1,24.13,Strength
49,Male,77.7,1.61,1.03,3,2,29.98,Strength
47,Male,88.4,1.6,1.86,5,3,34.53,HIIT
52,Male,104.8,1.99,0.93,2,1,26.46,Cardio
57,Male,82.2,1.69,1.15,4,2,28.78,Strength
33,Female,68.2,1.75,0.85,2,1,22.27,Strength
30,Male,91.4,1.99,1.37,3,2,23.08,HIIT
59,Female,42.1,1.65,1.22,2,1,15.46,Strength
47,Female,68.7,1.76,1.37,3,2,22.18,Strength
36,Female,47.2,1.74,1.5,4,2,15.59,Cardio
34,Male,92,1.76,0.73,3,1,29.7,Yoga
36,Male,56.2,1.95,1.09,4,2,14.78,Strength
45,Male,58.4,1.72,1.31,4,2,19.74,HIIT
43,Male,82.9,1.95,1.9,5,3,21.8,Cardio
54,Female,66.9,1.74,1.24,2,1,22.1,HIIT
43,Male,66.3,1.85,1.18,2,1,19.37,Cardio
40,Male,93.6,1.93,1.38,3,1,25.13,Cardio
26,Female,64.1,1.5,1.93,5,3,28.49,Strength
29,Male,86.7,1.62,1.52,4,3,33.04,Strength
18,Female,62,1.59,1.23,4,2,24.52,Strength
18,Female,58.1,1.61,1.9,4,3,22.41,Yoga
51,Female,64.9,1.6,1.49,4,2,25.35,Yoga
49,Female,69.3,1.62,1.14,4,2,26.41,HIIT
42,Female,42.7,1.74,1.04,3,1,14.1,Strength
57,Female,51.4,1.63,1.2,4,2,19.35,Yoga
18,Female,67.4,1.6,0.6,3,1,26.33,Strength
33,Female,55.6,1.61,1.77,4,3,21.45,Yoga
56,Male,125.3,1.86,1,3,2,36.22,Yoga
22,Male,102.1,1.85,1.48,4,2,29.83,Cardio
39,Male,61.9,1.77,1.32,3,1,19.76,Strength
46,Male,108.8,1.64,1.4,3,1,40.45,Strength
20,Female,51.1,1.58,0.5,2,1,20.47,Yoga
29,Male,81.7,1.99,1.45,2,1,20.63,Strength
43,Female,42.7,1.66,0.73,2,1,15.5,Yoga
33,Male,81.8,1.99,1.59,4,3,20.66,Strength
54,Male,54.6,1.76,1.28,4,2,17.63,Cardio
39,Male,107.7,1.88,0.72,2,1,30.47,Strength
46,Female,56.9,1.6,0.88,3,1,22.23,Cardio
31,Male,78.8,1.71,1.49,4,2,26.95,HIIT
45,Female,48.2,1.64,1.25,4,2,17.92,Strength
22,Female,50.7,1.59,1.27,3,2,20.05,Strength
47,Male,86.6,1.99,1.98,4,3,21.87,Strength
22,Male,96.3,1.63,1.35,4,2,36.25,Cardio
29,Male,80.8,1.98,1.65,5,3,20.61,Strength
33,Female,58,1.53,1.84,5,3,24.78,Strength
43,Male,95.9,1.85,1.28,2,1,28.02,Yoga
43,Female,61.5,1.58,1.86,5,3,24.64,HIIT
38,Female,40.6,1.79,0.62,2,1,12.67,Cardio
56,Male,82.5,1.87,1.51,5,3,23.59,Yoga
53,Male,105.1,1.84,0.69,3,1,31.04,Cardio
50,Female,58.1,1.58,1.93,5,3,23.27,Yoga
47,Female,61,1.76,1.54,5,3,19.69,HIIT
54,Female,64.5,1.53,1.74,4,3,27.55,Yoga
40,Male,58.2,1.98,1.43,3,2,14.85,Cardio
27,Female,69.5,1.76,0.94,3,1,22.44,Strength
22,Male,62.2,1.84,0.51,3,1,18.37,Strength
53,Female,68,1.7,1.06,4,2,23.53,HIIT
51,Female,56.3,1.5,1.43,3,1,25.02,Cardio
48,Male,94.5,1.7,1.01,3,2,32.7,Cardio
27,Female,58,1.79,1.39,2,1,18.1,Cardio
36,Male,84,1.94,1.8,5,3,22.32,HIIT
49,Male,61,1.87,1.14,4,2,17.44,Strength
18,Female,64.8,1.53,1.98,5,3,27.68,Yoga
22,Male,45.7,1.77,1.04,3,1,14.59,HIIT
21,Male,80.9,1.9,1.8,4,3,22.41,Yoga
33,Female,64.1,1.63,1.58,5,3,24.13,Strength
41,Male,67,1.77,1.22,3,2,21.39,HIIT
33,Male,106.5,1.6,1.4,4,2,41.6,Strength
19,Male,95.1,1.85,1.21,4,2,27.79,Yoga
45,Female,65.5,1.57,0.66,2,1,26.57,Cardio
49,Male,105.7,1.64,1.2,3,2,39.3,Cardio
44,Female,48,1.76,0.88,2,1,15.5,Yoga
37,Female,69.5,1.5,0.69,2,1,30.89,Cardio
41,Male,66.1,1.69,0.77,2,1,23.14,Yoga
29,Male,68,1.7,0.76,2,1,23.53,HIIT
52,Male,50.3,1.78,0.85,2,1,15.88,HIIT
50,Female,69.3,1.68,1.2,2,1,24.55,HIIT
50,Male,86.7,1.63,1.7,4,3,32.63,Cardio
54,Male,125.9,1.94,1.35,3,2,33.45,Strength
29,Male,88.1,1.93,1.88,5,3,23.65,Cardio
20,Male,124.3,1.82,1.25,3,2,37.53,Cardio
18,Male,62,1.85,0.88,3,1,18.12,Strength
50,Female,69.7,1.72,1.24,4,2,23.56,Strength
57,Female,60.9,1.52,1.31,3,2,26.36,Strength
27,Male,76.5,1.97,1.13,2,1,19.71,Strength
46,Male,94.7,1.82,1.47,3,2,28.59,Cardio
30,Male,67.9,1.75,1.25,2,1,22.17,Yoga
29,Male,121.1,1.87,1.31,4,2,34.63,HIIT
48,Female,71.5,1.64,1.46,4,2,26.58,Yoga
19,Male,98.6,1.7,0.83,2,1,34.12,Cardio
52,Female,68.2,1.63,1.17,3,1,25.67,Strength
40,Female,57.7,1.69,1.18,4,2,20.2,HIIT
34,Male,124.6,1.63,1.41,3,2,46.9,HIIT
43,Female,73,1.59,1.31,3,1,28.88,Yoga
25,Female,59.4,1.51,1.62,5,3,26.05,Cardio
46,Female,52,1.65,0.7,2,1,19.1,Cardio
43,Female,42.2,1.65,1.33,3,2,15.5,Cardio
27,Male,89.3,1.64,1.82,4,3,33.2,HIIT
43,Male,110,1.76,1.09,3,1,35.51,Yoga
51,Female,66.2,1.58,0.86,3,1,26.52,HIIT
58,Male,58.6,1.66,1.21,2,1,21.27,HIIT
24,Male,51,1.67,0.97,3,1,18.29,Strength
21,Male,101.5,1.95,0.97,3,1,26.69,Yoga
28,Male,114.2,1.87,1.05,3,2,32.66,Strength
46,Male,54.4,1.72,0.91,2,1,18.39,Cardio
53,Female,52.4,1.57,1.34,3,2,21.26,HIIT
42,Male,85.2,1.81,1.54,5,3,26.01,Yoga
38,Male,83.6,1.74,1.66,5,3,27.61,Cardio
53,Male,115.4,1.92,1.36,4,2,31.3,Yoga
27,Male,71.2,1.97,0.74,3,1,18.35,HIIT
54,Female,78.1,1.6,1.1,4,2,30.51,Yoga
26,Female,54.2,1.65,1.07,4,2,19.91,Cardio
41,Female,77.6,1.76,1.27,4,2,25.05,Strength
52,Female,44.1,1.62,1.41,3,1,16.8,HIIT
52,Male,85.5,1.8,1.7,5,3,26.39,Strength
53,Female,47.8,1.76,1.06,4,2,15.43,HIIT
35,Male,102.5,1.94,0.84,2,1,27.23,Cardio
56,Male,118,1.9,0.66,2,1,32.69,HIIT
49,Male,82.3,1.84,1.29,4,2,24.31,Strength
41,Male,81.6,1.87,1.87,5,3,23.33,HIIT
40,Male,60.2,1.88,1.22,3,2,17.03,Cardio
49,Female,49.2,1.54,1.28,3,2,20.75,HIIT
54,Female,46.6,1.5,1.38,2,1,20.71,Strength
29,Female,68.7,1.72,1.08,4,2,23.22,Cardio
30,Female,60.6,1.55,1.3,3,2,25.22,Strength
40,Male,52.1,1.61,0.87,2,1,20.1,HIIT
42,Female,46.6,1.77,0.61,2,1,14.87,Yoga
52,Male,65.5,1.74,1.48,4,2,21.63,Strength
58,Female,44.2,1.57,1.08,3,1,17.93,HIIT
47,Male,89.1,1.84,1.44,3,2,26.32,Yoga
34,Male,65.9,1.62,0.81,2,1,25.11,Yoga
37,Female,55.6,1.57,0.97,2,1,22.56,Cardio
42,Male,63.7,1.98,1.37,2,1,16.25,Yoga
39,Male,86.2,1.82,1.96,5,3,26.02,Strength
30,Female,59.2,1.63,1.85,4,3,22.28,Strength
36,Male,85.4,1.88,1.98,5,3,24.16,Yoga
53,Female,68.1,1.55,1.41,4,2,28.35,HIIT
29,Female,60,1.62,0.85,2,1,22.86,Strength
58,Female,74.8,1.69,1.28,4,2,26.19,Strength
36,Male,90.3,1.65,1.38,4,2,33.17,Cardio
29,Male,86.1,1.65,1.66,4,3,31.63,HIIT
26,Male,73.7,1.66,0.93,2,1,26.75,Yoga
24,Female,67.7,1.56,1.42,3,2,27.82,HIIT
45,Male,78.3,1.96,1.29,3,1,20.38,Cardio
31,Female,48.2,1.65,1.1,2,1,17.7,Cardio
48,Female,56.8,1.51,1.37,4,2,24.91,HIIT
36,Male,112.4,1.63,1.02,4,2,42.3,Cardio
33,Female,59,1.67,0.9,3,1,21.16,Cardio
22,Male,98.4,1.88,0.52,2,1,27.84,Cardio
52,Male,66.5,1.6,1.34,4,2,25.98,HIIT
29,Male,106.5,1.81,1.29,4,2,32.51,Cardio
42,Male,88.4,1.93,1.68,4,3,23.73,Yoga
38,Male,88.4,1.79,1.74,5,3,27.59,Yoga
53,Female,53.3,1.74,1.37,3,2,17.6,Strength
40,Female,58.1,1.56,0.61,2,1,23.87,Yoga
33,Female,74.2,1.76,1.15,4,2,23.95,Strength
56,Male,84.6,1.63,1.01,4,2,31.84,HIIT
59,Male,78,1.92,0.72,3,1,21.16,Cardio
56,Male,89,1.68,1.77,5,3,31.53,Yoga
31,Female,42.7,1.76,1.46,3,1,13.78,Strength
48,Male,83.9,1.82,1.9,5,3,25.33,HIIT
22,Female,78.7,1.52,1.45,3,2,34.06,Strength
52,Female,65.9,1.52,1.27,4,2,28.52,Cardio
40,Male,76.9,1.92,1.13,4,2,20.86,Yoga
46,Male,84.3,2,1.83,5,3,21.07,HIIT
28,Female,62.4,1.6,1.1,3,2,24.37,Strength
35,Male,63.7,1.74,1.03,4,2,21.04,HIIT
29,Female,54.9,1.52,1.48,3,1,23.76,Strength
26,Male,76.4,1.79,1.17,3,2,23.84,Strength
27,Male,106.4,1.86,1.34,2,1,30.76,Cardio
34,Female,68.4,1.5,1.37,4,2,30.4,Cardio
55,Male,63.5,1.86,1.36,4,2,18.35,Strength
24,Female,59.4,1.5,1.25,3,2,26.4,Yoga
30,Male,113.4,1.91,1.27,3,1,31.08,HIIT
57,Female,61.9,1.52,0.92,3,1,26.79,HIIT
59,Female,70.7,1.68,1.17,3,2,25.05,Cardio
26,Male,111.5,1.9,1.02,2,1,30.89,Yoga
44,Female,72.1,1.66,1.4,2,1,26.16,Strength
19,Male,56.9,1.87,0.61,3,1,16.27,Cardio
22,Male,86.2,1.9,1.91,5,3,23.88,Strength
46,Male,59.4,1.68,1.16,4,2,21.05,Strength
54,Female,75.6,1.72,0.97,3,1,25.55,Cardio
55,Female,76.3,1.73,1.08,3,1,25.49,Yoga
36,Male,95.8,1.86,1.37,3,1,27.69,HIIT
25,Male,120.6,1.83,1.04,3,2,36.01,Cardio
18,Female,65.3,1.55,1.42,3,2,27.18,Yoga
39,Male,85.3,1.89,0.77,2,1,23.88,Strength
34,Male,68,1.68,0.67,2,1,24.09,Cardio
24,Female,52.6,1.57,1.29,2,1,21.34,HIIT
42,Male,63.3,1.77,1.32,3,2,20.2,HIIT
21,Female,76.3,1.65,1.14,3,2,28.03,Strength
53,Male,61,1.63,0.54,3,1,22.96,Cardio
23,Female,67.8,1.61,1.34,2,1,26.16,HIIT
48,Male,114.9,1.86,1.36,3,1,33.21,Cardio
36,Male,88,1.71,1.87,5,3,30.09,HIIT
56,Female,67.7,1.58,1.45,2,1,27.12,Strength
44,Male,124.8,1.85,1.35,4,2,36.46,Strength
27,Female,53,1.58,1.26,4,2,21.23,Cardio
43,Male,61.2,1.88,1.03,3,1,17.32,Yoga
36,Female,48.7,1.68,1.23,3,1,17.25,Yoga
56,Female,50.6,1.7,1.29,2,1,17.51,Strength
20,Female,72.6,1.73,1.27,3,2,24.26,HIIT
30,Female,70.4,1.56,1.03,4,2,28.93,Yoga
45,Male,52.5,1.88,1.08,4,2,14.85,Strength
37,Male,76.3,1.77,1.36,4,2,24.35,HIIT
45,Female,41.2,1.58,1.47,2,1,16.5,HIIT
25,Female,55.3,1.76,1.56,4,3,17.85,Yoga
58,Female,49.7,1.67,1.38,4,2,17.82,Strength
56,Male,48.3,1.87,0.68,3,1,13.81,HIIT
18,Male,83.2,1.96,1.83,4,3,21.66,HIIT
20,Male,120.5,1.73,1.01,3,2,40.26,Cardio
30,Male,121.6,2,1.24,4,2,30.4,Cardio
45,Female,73,1.75,1.14,4,2,23.84,Yoga
42,Female,57.5,1.67,1.76,5,3,20.62,Cardio
50,Female,42.7,1.53,1.41,4,2,18.24,Strength
55,Male,129.9,1.73,0.69,3,1,43.4,Yoga
23,Male,108.6,1.92,0.89,2,1,29.46,Yoga
49,Male,88.6,2,1.83,4,3,22.15,Cardio
38,Female,49.7,1.51,1.25,3,1,21.8,HIIT
33,Female,56.4,1.54,1.06,3,1,23.78,Strength
38,Male,46.9,1.74,1.03,4,2,15.49,Strength
28,Female,71.3,1.67,1.46,4,2,25.57,Strength
54,Male,71.6,1.86,1.14,3,2,20.7,Yoga
53,Male,82.3,1.61,1.87,5,3,31.75,Strength
52,Female,70.6,1.69,1.36,3,1,24.72,HIIT
36,Male,109.8,1.62,0.84,3,1,41.84,HIIT
37,Female,73.5,1.69,0.54,2,1,25.73,Cardio
35,Male,85.6,1.85,1.78,5,3,25.01,Strength
58,Female,74.6,1.68,1.03,4,2,26.43,Yoga
31,Female,63.2,1.8,0.59,2,1,19.51,Cardio
32,Female,62.6,1.63,1.67,5,3,23.56,HIIT
48,Male,87.1,1.76,1.81,5,3,28.12,Strength
18,Male,82.3,1.84,1.73,5,3,24.31,HIIT
20,Female,64.3,1.78,1.71,4,3,20.29,Cardio
33,Female,53.7,1.66,1.25,3,1,19.49,HIIT
40,Male,63,2,1.42,4,2,15.75,Strength
28,Male,128.4,1.86,1.06,4,2,37.11,Strength
29,Male,88,1.89,1.75,5,3,24.64,Cardio
27,Female,63.7,1.52,1.19,4,2,27.57,Strength
49,Male,83.7,1.87,1.29,4,2,23.94,HIIT
33,Male,102.6,1.75,1.4,3,2,33.5,HIIT
25,Female,77.7,1.55,0.55,2,1,32.34,Yoga
55,Male,87.5,1.88,1.19,4,2,24.76,Yoga
29,Male,87,1.86,1.52,4,3,25.15,Yoga
41,Male,82.8,1.66,1.97,5,3,30.05,HIIT
45,Female,65.4,1.68,0.76,3,1,23.17,HIIT
25,Female,47.2,1.71,0.89,2,1,16.14,Cardio
45,Female,58.2,1.7,0.95,3,1,20.14,Yoga
53,Female,73.5,1.55,1.17,4,2,30.59,HIIT
43,Female,55.2,1.73,1.67,5,3,18.44,Cardio
25,Female,64.4,1.71,1.12,3,1,22.02,HIIT
45,Female,73.5,1.74,1.18,4,2,24.28,Cardio
45,Male,89.6,1.81,1.7,5,3,27.35,Yoga
54,Male,86.5,1.76,1.48,3,2,27.92,Yoga
58,Female,46.1,1.67,1.28,4,2,16.53,Yoga
53,Male,68.5,1.97,1.3,3,2,17.65,HIIT
44,Male,94.6,1.84,1.26,4,2,27.94,HIIT
34,Female,54.2,1.52,1.13,3,1,23.46,Cardio
26,Male,47.7,1.77,1.15,3,2,15.23,Strength
50,Male,52.2,1.84,1.38,4,2,15.42,Strength
37,Male,88.8,1.95,1.58,5,3,23.35,Yoga
30,Male,101,1.68,1.46,4,2,35.79,Strength
45,Male,118.4,1.95,1.06,3,2,31.14,Yoga
46,Female,47.9,1.72,1.41,3,1,16.19,Cardio
30,Female,51.5,1.74,1.08,3,2,17.01,Strength
52,Female,79.9,1.51,0.75,3,1,35.04,Strength
23,Male,121.3,1.85,0.72,2,1,35.44,Yoga
35,Female,78.9,1.64,1.28,4,2,29.34,Cardio
22,Male,88.5,1.62,1.88,5,3,33.72,Strength
42,Male,73.5,1.63,0.52,3,1,27.66,Strength
19,Male,127.9,1.93,1.27,4,2,34.34,Strength
27,Male,88.5,1.98,1.8,4,3,22.57,Cardio
47,Female,43.4,1.62,0.51,3,1,16.54,Cardio
22,Female,42.8,1.56,1.47,3,2,17.59,Strength
50,Male,64.5,1.79,1.17,4,2,20.13,Yoga
18,Female,50.7,1.53,1.29,3,2,21.66,Yoga
35,Male,59.2,1.66,1.3,3,1,21.48,Strength
49,Female,78.9,1.73,1.38,2,1,26.36,Cardio
28,Female,78.7,1.63,1.1,3,2,29.62,Strength
38,Male,68.7,1.92,1.31,4,2,18.64,Cardio
43,Female,53.1,1.59,0.82,2,1,21,Strength
42,Male,64.8,1.65,1.1,3,2,23.8,Cardio
39,Female,50.3,1.61,1.17,2,1,19.41,HIIT
44,Male,102.3,1.63,1.34,4,2,38.5,Yoga
30,Male,62.9,1.92,1.13,2,1,17.06,HIIT
50,Female,56.5,1.6,1.88,5,3,22.07,Yoga
51,Female,74.6,1.55,0.71,2,1,31.05,Cardio
58,Male,52,1.79,1.12,3,1,16.23,HIIT
52,Female,52.1,1.67,1.5,2,1,18.68,Yoga
18,Female,72.2,1.54,0.97,2,1,30.44,Strength
38,Male,85.8,1.8,1.72,4,3,26.48,Cardio
23,Male,81.4,1.85,1.6,4,3,23.78,Cardio
45,Female,50.9,1.65,1.45,2,1,18.7,Strength
34,Male,52,1.78,1.38,4,2,16.41,Strength
22,Male,71,1.93,1.42,4,2,19.06,Yoga
48,Male,80.6,1.77,1.51,4,3,25.73,Cardio
22,Female,58.3,1.72,1,3,2,19.71,Yoga
55,Female,63,1.7,1.32,3,1,21.8,Strength
20,Male,111,1.94,1.02,4,2,29.49,Cardio
40,Female,52.6,1.66,1.27,3,2,19.09,Strength
54,Male,116.4,2,1.13,3,1,29.1,Yoga
54,Female,75.6,1.61,1.41,4,2,29.17,Yoga
27,Male,61.6,1.8,1.48,2,1,19.01,Yoga
27,Male,108,1.8,1.38,4,2,33.33,Cardio
36,Female,59.3,1.75,0.99,3,1,19.36,Strength
34,Male,75.7,1.94,1.18,4,2,20.11,Strength
38,Female,56.3,1.6,1.21,4,2,21.99,Yoga
31,Female,58.2,1.73,1.17,3,2,19.45,Yoga
26,Male,55.7,1.68,1.13,3,1,19.73,Yoga
18,Male,125.9,1.67,1.46,3,2,45.14,Yoga
30,Female,62.7,1.67,1.02,4,2,22.48,HIIT
21,Male,86.6,1.86,1.37,3,2,25.03,HIIT
18,Male,64.5,1.82,1.2,3,2,19.47,HIIT
57,Male,76.6,1.86,1.14,4,2,22.14,Yoga
49,Male,81.4,1.83,1.98,5,3,24.31,Yoga
51,Male,60.7,1.71,1.14,2,1,20.76,Strength
45,Female,57.2,1.55,1.67,5,3,23.81,Cardio
48,Female,73,1.59,1.19,3,2,28.88,Strength
25,Male,123.8,1.99,1.13,3,1,31.26,HIIT
56,Male,93.6,1.66,1.37,2,1,33.97,Strength
43,Male,76.8,1.92,1.24,3,1,20.83,Yoga
51,Female,54.7,1.53,1.11,4,2,23.37,HIIT
20,Male,92.3,1.94,1.14,3,2,24.52,HIIT
29,Female,71.8,1.55,1.2,4,2,29.89,Cardio
18,Female,66.9,1.57,1.07,3,2,27.14,Cardio
22,Female,48.7,1.76,1.37,4,2,15.72,HIIT
47,Male,66.2,1.71,1.42,3,1,22.64,HIIT
47,Female,40,1.76,0.8,3,1,12.91,Strength
34,Male,112.4,1.85,1.18,4,2,32.84,HIIT
40,Female,70,1.55,0.85,3,1,29.14,Yoga
32,Male,84,1.74,1.45,3,1,27.74,Strength
54,Female,43.8,1.65,1.29,4,2,16.09,Yoga
38,Male,123.3,1.62,1.34,4,2,46.98,Yoga
31,Female,57.9,1.56,1.8,5,3,23.79,Yoga
19,Male,82.4,1.96,1.9,5,3,21.45,HIIT
28,Male,84.8,1.79,1.35,4,2,26.47,Cardio
56,Male,109.6,1.66,1.29,3,2,39.77,Cardio
55,Male,86.4,1.77,1,3,2,27.58,Yoga
51,Female,63.9,1.8,1.07,4,2,19.72,HIIT
55,Female,70.8,1.62,0.54,3,1,26.98,Strength
51,Male,115.3,1.67,1.38,3,2,41.34,Yoga
35,Female,55.3,1.56,1.71,5,3,22.72,Strength
47,Male,73.9,1.8,1.36,3,1,22.81,Strength
32,Male,97.3,1.96,1.36,3,2,25.33,HIIT
44,Female,60.4,1.65,1.27,4,2,22.19,HIIT
51,Male,49.3,1.61,1.36,2,1,19.02,Cardio
55,Male,91.8,1.78,1.44,3,1,28.97,Cardio
50,Female,73.6,1.55,0.89,3,1,30.63,HIIT
41,Male,47.1,1.78,1.26,3,1,14.87,Yoga
32,Male,65.2,1.62,0.58,2,1,24.84,Cardio
47,Male,87.2,1.64,2,4,3,32.42,Strength
59,Male,96.7,1.71,0.57,3,1,33.07,Yoga
34,Female,46.9,1.61,1.02,3,2,18.09,Strength
22,Female,72.1,1.62,1.38,3,1,27.47,HIIT
46,Female,62.5,1.54,1.61,4,3,26.35,Strength
21,Male,110.7,1.69,1.06,3,1,38.76,Yoga
27,Male,102.6,1.83,1.41,3,2,30.64,HIIT
34,Female,64.3,1.62,1.76,5,3,24.5,Yoga
27,Male,80.7,1.61,1.75,4,3,31.13,Strength
34,Male,115.3,1.81,1.36,2,1,35.19,Yoga
37,Male,87.8,1.69,1.81,5,3,30.74,HIIT
41,Male,74.3,1.61,1.06,4,2,28.66,Strength
22,Female,78.5,1.7,1.36,4,2,27.16,Strength
51,Female,77.3,1.58,0.97,2,1,30.96,Cardio
23,Female,64.5,1.7,0.51,2,1,22.32,Cardio
19,Male,72,1.94,1.17,3,2,19.13,Yoga
30,Female,77.9,1.77,1.41,4,2,24.87,Cardio
28,Female,69.6,1.58,1.49,3,2,27.88,Cardio
40,Male,68.9,1.99,1.16,4,2,17.4,Cardio
33,Male,45.9,1.89,1.45,3,2,12.85,Cardio
48,Female,68.2,1.69,0.75,3,1,23.88,HIIT
28,Female,79.6,1.59,1.49,3,2,31.49,HIIT
33,Female,53.6,1.52,1.02,2,1,23.2,Cardio
25,Female,57.7,1.58,1.36,3,2,23.11,Yoga
21,Male,74.2,1.93,1.32,3,2,19.92,HIIT
57,Female,64.4,1.56,1.52,5,3,26.46,Cardio
21,Female,54.9,1.78,0.55,2,1,17.33,HIIT
42,Male,50.3,1.64,0.63,3,1,18.7,Strength
20,Female,46.5,1.68,0.91,2,1,16.48,HIIT
49,Male,57.8,1.99,0.93,3,1,14.6,HIIT
20,Male,83,1.8,0.79,2,1,25.62,Yoga
44,Male,82.5,1.79,1.51,5,3,25.75,HIIT
46,Female,66.5,1.73,1.11,3,1,22.22,Yoga
49,Female,70.2,1.67,0.93,3,1,25.17,Strength
36,Male,121.9,1.93,1.49,3,2,32.73,Cardio
38,Female,70.3,1.52,1.19,4,2,30.43,Yoga
22,Female,40.3,1.56,1.45,4,2,16.56,HIIT
35,Male,101.4,1.76,0.84,2,1,32.74,HIIT
45,Male,79.2,1.95,1.47,3,2,20.83,Yoga
59,Female,75.8,1.77,1.46,3,1,24.19,Strength
39,Male,71.7,1.88,0.55,2,1,20.29,Cardio
38,Female,57.7,1.56,1.64,5,3,23.71,HIIT
23,Female,47.4,1.6,0.76,3,1,18.52,Strength
18,Female,57.2,1.75,1.29,3,2,18.68,Cardio
22,Female,44.8,1.72,1.48,4,2,15.14,Cardio
58,Male,90.2,1.72,0.9,2,1,30.49,HIIT
29,Male,84.9,1.72,1.79,4,3,28.7,Yoga
43,Male,95.7,1.77,1.08,3,1,30.55,HIIT
51,Male,59,1.65,1.22,3,2,21.67,HIIT
31,Female,60.5,1.77,1.72,4,3,19.31,HIIT
43,Female,53.8,1.72,1.03,4,2,18.19,Strength
44,Male,86.6,1.97,1.66,5,3,22.31,Yoga
26,Female,72.8,1.67,1.37,2,1,26.1,Strength
43,Female,66.3,1.77,1.48,4,2,21.16,HIIT
39,Female,56,1.6,0.89,2,1,21.87,Yoga
47,Male,45.9,1.93,1.29,3,2,12.32,Cardio
34,Male,88,1.64,1.9,4,3,32.72,Yoga
43,Male,94,1.79,1.31,2,1,29.34,HIIT
53,Female,44.7,1.79,1.34,3,2,13.95,Yoga
18,Male,63.2,1.63,0.66,3,1,23.79,Cardio
25,Male,95.6,1.9,1.47,4,2,26.48,Cardio
52,Male,47.8,1.86,1.01,3,2,13.82,Yoga
32,Male,85.3,1.64,1.77,4,3,31.71,Cardio
39,Male,59.7,1.83,1.35,4,2,17.83,Strength
31,Male,70.2,1.98,0.71,2,1,17.91,Yoga
43,Female,72.7,1.8,0.79,3,1,22.44,Cardio
45,Female,50.4,1.79,0.74,2,1,15.73,Cardio
40,Male,81.7,1.74,0.91,2,1,26.99,Yoga
31,Male,49.3,1.62,0.56,2,1,18.79,Strength
41,Female,61.9,1.64,1.93,4,3,23.01,Yoga
19,Female,49.1,1.68,1.42,4,2,17.4,Cardio
43,Male,66.5,1.83,1.11,3,2,19.86,Yoga
31,Male,75.5,1.93,0.6,2,1,20.27,Cardio
24,Male,88.2,1.79,1.76,4,3,27.53,HIIT
20,Male,74.8,1.75,1.33,3,2,24.42,Yoga
40,Female,72.2,1.6,0.87,3,1,28.2,Yoga
35,Male,62.8,1.63,1.41,4,2,23.64,Cardio
55,Male,84.7,1.79,1.19,3,2,26.43,Cardio
52,Male,116.5,1.69,0.53,2,1,40.79,Cardio
32,Male,77.4,1.92,1.39,3,2,21,Cardio
42,Female,72.9,1.62,1.17,4,2,27.78,Yoga
54,Female,58.4,1.59,1.08,2,1,23.1,Cardio
45,Female,64.3,1.54,1.67,4,3,27.11,Yoga
